+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | [Landorus-Therian]      |  110 |  50.46% |  49.09% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Landorus-Therian        |    3 |  60.00% |  66.67% |
| 2    | Lopunny                 |    2 |  40.00% | 100.00% |
| 2    | Tapu Fini               |    2 |  40.00% | 100.00% |
| 2    | Ferrothorn              |    2 |  40.00% | 100.00% |
| 2    | Serperior               |    2 |  40.00% |   0.00% |
| 6    | Meloetta                |    1 |  20.00% | 100.00% |
| 6    | Weavile                 |    1 |  20.00% | 100.00% |
| 6    | Mew                     |    1 |  20.00% | 100.00% |
| 6    | Grimmsnarl              |    1 |  20.00% | 100.00% |
| 6    | Mawile                  |    1 |  20.00% | 100.00% |
| 6    | Necrozma                |    1 |  20.00% | 100.00% |
| 6    | Latios                  |    1 |  20.00% | 100.00% |
| 6    | Gyarados                |    1 |  20.00% |   0.00% |
| 6    | Tapu Koko               |    1 |  20.00% |   0.00% |
| 6    | Hawlucha                |    1 |  20.00% |   0.00% |
| 6    | Diancie                 |    1 |  20.00% |   0.00% |
| 6    | Dragonite               |    1 |  20.00% |   0.00% |
| 6    | Celesteela              |    1 |  20.00% |   0.00% |
| 6    | Kommo-o                 |    1 |  20.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 50   | [Ditto]                 |    4 |   1.83% |  75.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Knock Off               |    2 |  50.00% |  50.00% |
| 2    | Psyshock                |    1 |  25.00% | 100.00% |
| 2    | Hidden Power            |    1 |  25.00% | 100.00% |
| 2    | Stealth Rock            |    1 |  25.00% |   0.00% |
| 2    | Roost                   |    1 |  25.00% |   0.00% |
| 2    | Discharge               |    1 |  25.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Toxapex                 |    3 |  75.00% |  66.67% |
| 1    | Gliscor                 |    3 |  75.00% |  66.67% |
| 3    | Chansey                 |    2 |  50.00% | 100.00% |
| 3    | Reuniclus               |    2 |  50.00% |  50.00% |
| 3    | Skarmory                |    2 |  50.00% |  50.00% |
| 6    | Hippowdon               |    1 |  25.00% | 100.00% |
| 6    | Hydreigon               |    1 |  25.00% | 100.00% |
| 6    | Ferrothorn              |    1 |  25.00% | 100.00% |
| 6    | Latias                  |    1 |  25.00% | 100.00% |
| 6    | Scizor                  |    1 |  25.00% | 100.00% |
| 6    | Kartana                 |    1 |  25.00% | 100.00% |
| 6    | Slowbro                 |    1 |  25.00% | 100.00% |
| 6    | Tyranitar               |    1 |  25.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 50   | [Slowking-Galar]        |    4 |   1.83% |  25.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Future Sight            |    3 |  75.00% |  33.33% |
| 1    | Sludge Bomb             |    3 |  75.00% |  33.33% |
| 3    | Scald                   |    2 |  50.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Weavile                 |    3 |  75.00% |  33.33% |
| 2    | Garchomp                |    2 |  50.00% |  50.00% |
| 2    | Corviknight             |    2 |  50.00% |  50.00% |
| 2    | Landorus-Therian        |    2 |  50.00% |   0.00% |
| 5    | Tapu Fini               |    1 |  25.00% | 100.00% |
| 5    | Volcarona               |    1 |  25.00% | 100.00% |
| 5    | Zapdos                  |    1 |  25.00% |   0.00% |
| 5    | Toxapex                 |    1 |  25.00% |   0.00% |
| 5    | Scizor                  |    1 |  25.00% |   0.00% |
| 5    | Melmetal                |    1 |  25.00% |   0.00% |
| 5    | Diancie                 |    1 |  25.00% |   0.00% |
| 5    | Hydreigon               |    1 |  25.00% |   0.00% |
| 5    | Tangrowth               |    1 |  25.00% |   0.00% |
| 5    | Rillaboom               |    1 |  25.00% |   0.00% |
| 5    | Urshifu                 |    1 |  25.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 50   | [Tangrowth]             |    4 |   1.83% |  25.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Knock Off               |    2 |  50.00% |  50.00% |
| 1    | Sleep Powder            |    2 |  50.00% |  50.00% |
| 1    | Hidden Power            |    2 |  50.00% |   0.00% |
| 4    | Giga Drain              |    1 |  25.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Landorus-Therian        |    3 |  75.00% |   0.00% |
| 2    | Mawile                  |    2 |  50.00% |   0.00% |
| 2    | Tapu Fini               |    2 |  50.00% |   0.00% |
| 4    | Urshifu                 |    1 |  25.00% | 100.00% |
| 4    | Tyranitar               |    1 |  25.00% | 100.00% |
| 4    | Excadrill               |    1 |  25.00% | 100.00% |
| 4    | Toxapex                 |    1 |  25.00% | 100.00% |
| 4    | Celesteela              |    1 |  25.00% | 100.00% |
| 4    | Melmetal                |    1 |  25.00% |   0.00% |
| 4    | Slowking-Galar          |    1 |  25.00% |   0.00% |
| 4    | Diancie                 |    1 |  25.00% |   0.00% |
| 4    | Hydreigon               |    1 |  25.00% |   0.00% |
| 4    | Heatran                 |    1 |  25.00% |   0.00% |
| 4    | Greninja-*              |    1 |  25.00% |   0.00% |
| 4    | Tapu Koko               |    1 |  25.00% |   0.00% |
| 4    | Victini                 |    1 |  25.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 50   | [Venusaur]              |    4 |   1.83% |  75.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Growth                  |    2 |  50.00% |  50.00% |
| 1    | Giga Drain              |    2 |  50.00% |  50.00% |
| 1    | Weather Ball            |    2 |  50.00% |  50.00% |
| 4    | Synthesis               |    1 |  25.00% | 100.00% |
| 4    | Knock Off               |    1 |  25.00% | 100.00% |
| 4    | Sludge Bomb             |    1 |  25.00% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Torkoal                 |    3 |  75.00% |  66.67% |
| 1    | Shiftry                 |    3 |  75.00% |  66.67% |
| 1    | Tapu Fini               |    3 |  75.00% |  66.67% |
| 1    | Landorus-Therian        |    3 |  75.00% |  66.67% |
| 1    | Blaziken                |    3 |  75.00% |  66.67% |
| 6    | Tapu Koko               |    1 |  25.00% | 100.00% |
| 6    | Heatran                 |    1 |  25.00% | 100.00% |
| 6    | Seismitoad              |    1 |  25.00% | 100.00% |
| 6    | Skarmory                |    1 |  25.00% | 100.00% |
| 6    | Cresselia               |    1 |  25.00% | 100.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 50   | [Blissey]               |    4 |   1.83% |  25.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Soft-Boiled             |    3 |  75.00% |   0.00% |
| 2    | Teleport                |    2 |  50.00% |  50.00% |
| 2    | Seismic Toss            |    2 |  50.00% |   0.00% |
| 2    | Stealth Rock            |    2 |  50.00% |   0.00% |
| 5    | Toxic                   |    1 |  25.00% |   0.00% |
| 5    | Thunder Wave            |    1 |  25.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Slowbro                 |    2 |  50.00% |  50.00% |
| 1    | Skarmory                |    2 |  50.00% |  50.00% |
| 1    | Gliscor                 |    2 |  50.00% |   0.00% |
| 1    | Toxapex                 |    2 |  50.00% |   0.00% |
| 5    | Tyranitar               |    1 |  25.00% | 100.00% |
| 5    | Excadrill               |    1 |  25.00% | 100.00% |
| 5    | Kyurem                  |    1 |  25.00% | 100.00% |
| 5    | Medicham                |    1 |  25.00% |   0.00% |
| 5    | Greninja-*              |    1 |  25.00% |   0.00% |
| 5    | Landorus-Therian        |    1 |  25.00% |   0.00% |
| 5    | Corviknight             |    1 |  25.00% |   0.00% |
| 5    | Hydreigon               |    1 |  25.00% |   0.00% |
| 5    | Scizor                  |    1 |  25.00% |   0.00% |
| 5    | Cresselia               |    1 |  25.00% |   0.00% |
| 5    | Lopunny                 |    1 |  25.00% |   0.00% |
| 5    | Ferrothorn              |    1 |  25.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 50   | [Gyarados]              |    4 |   1.83% |  25.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Dragon Dance            |    2 |  50.00% |   0.00% |
| 2    | Supersonic Skystrike    |    1 |  25.00% | 100.00% |
| 2    | Crunch                  |    1 |  25.00% |   0.00% |
| 2    | Waterfall               |    1 |  25.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Serperior               |    3 |  75.00% |  33.33% |
| 2    | Landorus-Therian        |    2 |  50.00% |  50.00% |
| 2    | Tapu Lele               |    2 |  50.00% |   0.00% |
| 4    | Manectric               |    1 |  25.00% | 100.00% |
| 4    | Victini                 |    1 |  25.00% | 100.00% |
| 4    | Melmetal                |    1 |  25.00% | 100.00% |
| 4    | Tapu Koko               |    1 |  25.00% |   0.00% |
| 4    | Hawlucha                |    1 |  25.00% |   0.00% |
| 4    | Blacephalon             |    1 |  25.00% |   0.00% |
| 4    | Kommo-o                 |    1 |  25.00% |   0.00% |
| 4    | Ribombee                |    1 |  25.00% |   0.00% |
| 4    | Rampardos               |    1 |  25.00% |   0.00% |
| 4    | Bisharp                 |    1 |  25.00% |   0.00% |
| 4    | Excadrill               |    1 |  25.00% |   0.00% |
| 4    | Volcarona               |    1 |  25.00% |   0.00% |
| 4    | Thundurus               |    1 |  25.00% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 50   | [Aegislash]             |    4 |   1.83% |  50.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Swords Dance            |    3 |  75.00% |  66.67% |
| 2    | Shadow Claw             |    2 |  50.00% |  50.00% |
| 3    | Shadow Sneak            |    1 |  25.00% | 100.00% |
| 3    | King's Shield           |    1 |  25.00% |   0.00% |
| 3    | Shadow Ball             |    1 |  25.00% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Landorus-Therian        |    2 |  50.00% | 100.00% |
| 1    | Zapdos                  |    2 |  50.00% |  50.00% |
| 1    | Diancie                 |    2 |  50.00% |  50.00% |
| 1    | Chansey                 |    2 |  50.00% |   0.00% |
| 1    | Toxapex                 |    2 |  50.00% |   0.00% |
| 1    | Gliscor                 |    2 |  50.00% |   0.00% |
| 1    | Slowbro                 |    2 |  50.00% |   0.00% |
| 8    | Urshifu                 |    1 |  25.00% | 100.00% |
| 8    | Tapu Lele               |    1 |  25.00% | 100.00% |
| 8    | Charizard               |    1 |  25.00% | 100.00% |
| 8    | Serperior               |    1 |  25.00% | 100.00% |
| 8    | Volcarona               |    1 |  25.00% | 100.00% |
| 8    | Kommo-o                 |    1 |  25.00% | 100.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 50   | [Suicune]               |    4 |   1.83% |  50.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Scald                   |    4 | 100.00% |  50.00% |
| 2    | Calm Mind               |    3 |  75.00% |  33.33% |
| 2    | Protect                 |    3 |  75.00% |  33.33% |
| 2    | Substitute              |    3 |  75.00% |  33.33% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
